userid,username,forumid,most_active_forum
17278,rob4ohood,NULL,NULL
17163,nicki,NULL,NULL
17164,AresAmeise,NULL,NULL
17165,XZN,NULL,NULL
17166,creepie,NULL,NULL
17167,AwAke,NULL,NULL
17170,RockerAlex,NULL,NULL
17540,wtclegend,NULL,NULL
17171,jakeadler,NULL,NULL
17172,checkmate,NULL,NULL
17173,helloflive,NULL,NULL
17174,heavyhitter,NULL,NULL
17178,Matco,NULL,NULL
17175,"don juan",188,Vorstellungen
17176,b3n,NULL,NULL
17177,NoiZe,NULL,NULL
17179,Karthell,NULL,NULL
17181,Captain.Balu,NULL,NULL
17182,shinzor,NULL,NULL
17183,Blazer,NULL,NULL
17184,zihuj,NULL,NULL
17185,Energizer,NULL,NULL
17186,fast,NULL,NULL
17187,Volkan,NULL,NULL
17188,El_Garnelo,NULL,NULL
17189,boomkin,NULL,NULL
17190,pumafan,NULL,NULL
17191,owa,246,"Software &amp; OS"
17192,p!lL3,329,"Newbie Searching"
17193,TM2,249,Offtopic
17194,iDI,NULL,NULL
17196,cheezy,219,"VPN/ Proxies"
17199,packman,188,Vorstellungen
17200,irgendwer,NULL,NULL
17201,trottel,NULL,NULL
17202,deathrusher,NULL,NULL
17237,Flon,221,"Warez Accounts"
17203,mb419star,NULL,NULL
17204,Wodka,NULL,NULL
17209,"Black Syndicate",NULL,NULL
17205,Sakeer,NULL,NULL
17206,-Davidoff-,NULL,NULL
17207,danny,NULL,NULL
17208,primark,NULL,NULL
17210,Bofh,188,Vorstellungen
17211,dy_man,NULL,NULL
17212,rubberduck,NULL,NULL
17213,SPXSTYLE,NULL,NULL
17365,aluBBB,NULL,NULL
17214,FerrisBueller62,NULL,NULL
17215,h3ll,NULL,NULL
17217,elmopelmo,NULL,NULL
17218,WiiZ,NULL,NULL
17219,Korp,NULL,NULL
17220,mccafe1981,NULL,NULL
17476,lennox,251,Sonstiges
17265,HardersoundZ,NULL,NULL
17617,GuN2k,322,"<font color=#FF8C00>Stuff / Goods</font>"
17221,co0nic,NULL,NULL
17222,GM1!@ccc,NULL,NULL
17223,Fire_ball,NULL,NULL
17225,lstrike,NULL,NULL
17224,ronin_the_1,NULL,NULL
17226,1234567,NULL,NULL
17255,roflc0pt0r,NULL,NULL
17229,senior,217,Droping/Packstation/Pickpoints...
17388,Haxster,328,"Newbie Market"
17230,Helium,NULL,NULL
17232,"Xbox Zokker",NULL,NULL
17233,big-zero,NULL,NULL
17245,Wini_Puh,NULL,NULL
17236,renoz,NULL,NULL
17448,Jadaak,NULL,NULL
17234,Asylum,NULL,NULL
17235,TheKid,NULL,NULL
17238,blob123,NULL,NULL
17239,Straße,NULL,NULL
17241,Explos!V,NULL,NULL
17240,Cr0wn-St0re,222,"Sonstige Accounts"
17268,stay:sic,328,"Newbie Market"
17242,waynker,NULL,NULL
17244,betaone,313,"Allgemeines Archiv"
17347,Fav,NULL,NULL
17246,h0ly,NULL,NULL
17280,Silthus,NULL,NULL
17247,lollipop,277,Board-Polizei
17248,shikarinmoto,223,Identitäten/Docs/IDs/
17249,"Big M",188,Vorstellungen
17880,sdose2,NULL,NULL
17250,iblowcc,NULL,NULL
17251,walls,NULL,NULL
17256,st0re,NULL,NULL
17252,no.body.line,NULL,NULL
17253,jumper123,NULL,NULL
17254,StarShine,246,"Software &amp; OS"
17257,razorman,NULL,NULL
17258,KellerKind,NULL,NULL
17277,xElectro,251,Sonstiges
17275,scarly,NULL,NULL
17259,senjo,NULL,NULL
17260,zotac,NULL,NULL
17261,Juri&amp;#00,NULL,NULL
17262,BlackMatrix2012,277,Board-Polizei
17264,~KKM~,NULL,NULL
17263,yusuf50,NULL,NULL
17267,Luigi100&amp;#00,NULL,NULL
17266,Zer0Cool,NULL,NULL
17270,bronko,NULL,NULL
17269,pue11,NULL,NULL
17271,k1ngy,218,"Hochwertige Accounts"
17287,SILENOS,NULL,NULL
17273,pue12,NULL,NULL
17294,CoLLaB,NULL,NULL
17286,Kingil,NULL,NULL
17307,runo1993,NULL,NULL
17274,Paranormal,NULL,NULL
17276,HexHunter,NULL,NULL
17279,Lalapopo,226,"Support / Kritik / Verbesserungsvorschläge"
17784,Inkognito,NULL,NULL
17283,s_blau,181,"Zahlungsmethoden und Cashout"
17284,ruthless.cc,224,"Payment Accounts + CC's"
17282,Fatzke,249,Offtopic
17296,Burnie,NULL,NULL
17285,bigseller,NULL,NULL
17289,suigetsu,NULL,NULL
17645,THANA,NULL,NULL
17288,ps24,NULL,NULL
17305,ARS8,NULL,NULL
17718,jack_flash,NULL,NULL
17384,BasteGK,NULL,NULL
17308,Exchange,249,Offtopic
17520,DerAuto,NULL,NULL
17768,eliteB,NULL,NULL
17854,bLack_Q,NULL,NULL
17290,farangoni,NULL,NULL
17291,ReDDoCk,NULL,NULL
17292,sahnket,NULL,NULL
17293,"&#8358;°&#10122; WMT SHOP &#10004;",NULL,NULL
17561,kleinerdep,NULL,NULL
17295,Wanderers,181,"Zahlungsmethoden und Cashout"
17377,mk3_gti,NULL,NULL
17297,AmoK,NULL,NULL
17298,Deep',328,"Newbie Market"
17299,sirblacksoul,NULL,NULL
17301,x4b0t,249,Offtopic
17303,NeverNice,NULL,NULL
17302,Oli.p,NULL,NULL
17304,MOON,NULL,NULL
17318,K1rby,NULL,NULL
17306,Kurosaki,329,"Newbie Searching"
17311,nopaste,NULL,NULL
17309,3erz0,NULL,NULL
17310,Mischa,NULL,NULL
17405,2k10,328,"Newbie Market"
17314,cfemen,NULL,NULL
17312,Znipaone,NULL,NULL
17315,hitjan,NULL,NULL
17366,explicit_nerdie,328,"Newbie Market"
17313,TeneBrae,NULL,NULL
17355,efoxa101,NULL,NULL
17317,iMac941,NULL,NULL
17316,Heroldon,222,"Sonstige Accounts"
17319,Montana123,249,Offtopic
17320,#T_Mk!,NULL,NULL
17337,xeredar,NULL,NULL
17321,fisherman,NULL,NULL
17322,legalize,NULL,NULL
17324,bessoman,NULL,NULL
17326,miinimalizt,NULL,NULL
17325,Carders=Witzfigur,NULL,NULL
17345,tAke_ovEr,328,"Newbie Market"
17348,HulkHoden,NULL,NULL
17371,Dyn4mic,NULL,NULL
17329,trzere,219,"VPN/ Proxies"
17328,KarlHeinz,NULL,NULL
17330,Seroga,NULL,NULL
17331,germanii,NULL,NULL
17332,An7hraX,NULL,NULL
17334,albanner,NULL,NULL
17395,lukas140,NULL,NULL
17335,cRyp,188,Vorstellungen
17336,killa911,NULL,NULL
17338,Counterxap,NULL,NULL
17339,dich,NULL,NULL
17340,musti,249,Offtopic
17343,Epicfisch,NULL,NULL
17341,1g0rsr1l4nk4,196,"Nachrichten Germany"
17342,klumpenbaerle,181,"Zahlungsmethoden und Cashout"
17363,debian,328,"Newbie Market"
17344,unic0rn,NULL,NULL
17346,rahim3000,NULL,NULL
17400,z3roc00l,329,"Newbie Searching"
17349,toffifeemonster,NULL,NULL
17350,Blackwater,NULL,NULL
17351,lastmonday,NULL,NULL
17364,Phoenix,NULL,NULL
17354,G4T0,NULL,NULL
17356,Basstard,188,Vorstellungen
17357,titanium,NULL,NULL
17358,potmania12,NULL,NULL
17359,Senior1,NULL,NULL
17470,TomDanger,NULL,NULL
17360,Spittkid,328,"Newbie Market"
17424,weedo09,NULL,NULL
17362,4ir,NULL,NULL
17527,tosholotus,NULL,NULL
17804,Krachbummente,328,"Newbie Market"
17369,middey,231,Botnet
17368,krAit,NULL,NULL
17370,triomit4fäusten,NULL,NULL
17372,homeboy,234,Injections
17373,elim,NULL,NULL
17374,faker,NULL,NULL
17375,xx0404,328,"Newbie Market"
17376,Luftbahn88,NULL,NULL
17460,reply,NULL,NULL
17390,Palmer,223,Identitäten/Docs/IDs/
17378,gasTronom,NULL,NULL
17379,NeoN_,183,Diskussionen
17380,Hidden_Cell,NULL,NULL
17381,Thanat0s,NULL,NULL
17383,Methacry,NULL,NULL
17386,Dynamic,NULL,NULL
17387,pRayyyx,NULL,NULL
17422,Schatten123,NULL,NULL
17725,ocelot99,NULL,NULL
17389,Alex0815,NULL,NULL
17391,Pioneer,NULL,NULL
17392,zotac²,221,"Warez Accounts"
17394,RipperEssen,218,"Hochwertige Accounts"
17393,aur,NULL,NULL
17396,DoctaF,NULL,NULL
17397,LuxX!z,NULL,NULL
17398,BigBuddBonze,222,"Sonstige Accounts"
17404,sys-kill,NULL,NULL
17432,remix77,NULL,NULL
17399,Phantom200,NULL,NULL
17401,bboy77,NULL,NULL
17402,bv1.46f1,NULL,NULL
17557,king,NULL,NULL
17403,methefoo2,NULL,NULL
17406,softhot,NULL,NULL
17522,ufriege,NULL,NULL
17441,EricHolmbach,NULL,NULL
17410,Rainbow,NULL,NULL
17714,Hans_Wurst,NULL,NULL
17407,goezhigh,217,Droping/Packstation/Pickpoints...
17408,iknow,220,"Gaming Accounts"
17409,dimitry,NULL,NULL
17411,Adolf,NULL,NULL
17412,NoClue,194,"Skimming und Vorschaltgeräte"
17413,neinmann,328,"Newbie Market"
17414,sp00fhunter,NULL,NULL
17415,m4n,NULL,NULL
17416,Knowl3dge,NULL,NULL
17598,Dn123987,NULL,NULL
17417,anon,NULL,NULL
17574,hab8,NULL,NULL
17418,Duellking,328,"Newbie Market"
17419,LittleLulu,NULL,NULL
17429,sdump,NULL,NULL
17421,xray,328,"Newbie Market"
17420,cHAKZ,NULL,NULL
17423,singmyname,NULL,NULL
17425,Tozu,NULL,NULL
17426,Yustil,NULL,NULL
17427,secretspeak,NULL,NULL
17428,fancymoon,NULL,NULL
17430,azagba,NULL,NULL
17870,_RESIDENT_,171,"Virtual Carding"
17433,Keule,NULL,NULL
17434,"Mc Ginnis",NULL,NULL
17435,osssistyle,NULL,NULL
17439,Affenjäger,NULL,NULL
17436,mounmor,NULL,NULL
17437,homer1337,NULL,NULL
17438,cl0wn,NULL,NULL
17440,juicestin,NULL,NULL
17444,serbe,NULL,NULL
17449,blah22,NULL,NULL
17503,seni0r,NULL,NULL
17442,GaMMa,188,Vorstellungen
17443,lasvegas007,328,"Newbie Market"
17447,Cl0wn_,NULL,NULL
17445,jak6mat6,NULL,NULL
17701,SayMyName,NULL,NULL
17446,MaXim,NULL,NULL
17802,lampennagel,NULL,NULL
17456,steinar,235,Archiv
17454,GreemBowLz,NULL,NULL
17455,greenskys,NULL,NULL
17507,Ameisenbaer,NULL,NULL
17474,wesley,NULL,NULL
17450,Mr.Hyde,NULL,NULL
17451,TeKnoV,NULL,NULL
17452,"marry jane",NULL,NULL
17453,nathan,NULL,NULL
17457,Gl4dD0s,NULL,NULL
17467,HolyFee,NULL,NULL
17458,tztztztz,NULL,NULL
17459,Phobie,231,Botnet
17462,ghosta,NULL,NULL
17463,Slaught3r,NULL,NULL
17465,iPWN,188,Vorstellungen
17466,Bang88,249,Offtopic
17468,Dorian,328,"Newbie Market"
17469,L0gix,NULL,NULL
17471,f-ws,NULL,NULL
17674,senzen.it9011,NULL,NULL
17473,coloban,NULL,NULL
17479,Verbrecher,329,"Newbie Searching"
17478,riddick11,188,Vorstellungen
17475,merci,NULL,NULL
17485,fakename,NULL,NULL
17477,Pagemarker,NULL,NULL
17481,DennyW,NULL,NULL
17482,VOVKA,172,"Real Carding"
17483,alMT,NULL,NULL
17486,cocked,NULL,NULL
17511,nilsm95,NULL,NULL
17646,stickboy1337,267,Unsorted
17694,"Capt'n Hook",NULL,NULL
17484,hung2304,183,Diskussionen
17494,r²d²,NULL,NULL
17514,"Halt die Fresse",222,"Sonstige Accounts"
17487,Datenpresse,NULL,NULL
17490,Kilu,NULL,NULL
17496,AltF4,NULL,NULL
17488,Rame0ne,NULL,NULL
17489,gangster001,NULL,NULL
17491,zer0,NULL,NULL
17521,boldenon,NULL,NULL
17492,natising776,171,"Virtual Carding"
17493,ppt_34,NULL,NULL
17563,ChemieBaukasteN,NULL,NULL
17495,becks,188,Vorstellungen
17497,coccked,NULL,NULL
17498,hallecrime,183,Diskussionen
17499,mrwilly,NULL,NULL
17602,D!starb,328,"Newbie Market"
17500,paddyhhh,NULL,NULL
17501,m@gic,NULL,NULL
17502,Livejasminfreak,NULL,NULL
17505,Darksidius,NULL,NULL
17550,Bigle,188,Vorstellungen
17504,"Dj Evo",NULL,NULL
17506,qualigan,NULL,NULL
17532,ChiLLeR,NULL,NULL
17508,Harder23,328,"Newbie Market"
17601,Lacoste,NULL,NULL
17509,Airos123,236,"Hash Verschlüselungen / Passwort Cracking"
17512,oiwusdoafäsad,NULL,NULL
17510,kaiza,NULL,NULL
17513,onlyserver1,NULL,NULL
17517,Tripit,183,Diskussionen
17531,Klopapier,328,"Newbie Market"
17515,C10Wn,NULL,NULL
17516,Bunsenbrenner,NULL,NULL
17627,cypress79,NULL,NULL
17549,TajPark,324,"Questions of beginners. Search of employers."
17518,Master_111,NULL,NULL
17519,tadeus,NULL,NULL
17523,risingsun,188,Vorstellungen
17583,diamonds,NULL,NULL
17524,azzlack02,NULL,NULL
17525,Stejin,NULL,NULL
17526,nancyone,NULL,NULL
17528,drindra,NULL,NULL
17529,usain_bolt612,NULL,NULL
17530,tobischlegl,NULL,NULL
17533,hba2,NULL,NULL
17534,hba3,NULL,NULL
17535,hba55,NULL,NULL
17536,hab88,NULL,NULL
17537,hiuwer,NULL,NULL
17538,hba332,NULL,NULL
17539,-unreal-,NULL,NULL
17541,johndehaan,NULL,NULL
17542,pisser55,NULL,NULL
17543,Easy2Go,NULL,NULL
17544,hba11,236,"Hash Verschlüselungen / Passwort Cracking"
17546,hallamasch,NULL,NULL
17545,batman22,NULL,NULL
17547,hiqhaszfxk,NULL,NULL
17548,imba,NULL,NULL
17551,PoOl,NULL,NULL
17552,massHysteria,NULL,NULL
17553,badabing,188,Vorstellungen
17554,hergei,NULL,NULL
17555,Trockner,NULL,NULL
17556,Toxi,NULL,NULL
17600,quantum,NULL,NULL
17558,cyberkalki,NULL,NULL
17559,koKa,249,Offtopic
17560,.seni0r,NULL,NULL
17596,swiftname,NULL,NULL
17562,sosa.Montana,328,"Newbie Market"
17633,crew2010,NULL,NULL
17903,cronn,NULL,NULL
17595,MattnavyX,222,"Sonstige Accounts"
17564,chillder1337,329,"Newbie Searching"
17567,craftStar,NULL,NULL
17566,axterix,NULL,NULL
17623,soosa900,224,"Payment Accounts + CC's"
17594,cli0,183,Diskussionen
17568,LineFIRE,NULL,NULL
17569,Pinkywesen,NULL,NULL
17570,slyzer,NULL,NULL
17571,8lackJack,188,Vorstellungen
17572,hba1,NULL,NULL
17577,naapalm,188,Vorstellungen
17575,hba7,NULL,NULL
17573,hba9,NULL,NULL
17576,hba6,NULL,NULL
17578,invisble,NULL,NULL
17580,mandel,NULL,NULL
17582,K3cks,328,"Newbie Market"
17579,Jada92,NULL,NULL
17581,white,NULL,NULL
17584,twista,NULL,NULL
17585,goezhighR,NULL,NULL
17586,buddy,NULL,NULL
17587,klo,NULL,NULL
17588,bloodyshary88,NULL,NULL
17589,DonCamillo,NULL,NULL
17590,Mockerman,220,"Gaming Accounts"
17592,Snile,NULL,NULL
17591,johnny21,NULL,NULL
17593,Kaotical,NULL,NULL
17676,NackNick,NULL,NULL
17597,SavageButchery,NULL,NULL
17599,Dexter,NULL,NULL
17723,MinDGamE,NULL,NULL
17656,SecureVPN,NULL,NULL
17650,locknot,NULL,NULL
17603,VALIDSCHOCK,NULL,NULL
17614,ctxtra,NULL,NULL
17608,heike,NULL,NULL
17605,sasher,NULL,NULL
17607,heiko2,NULL,NULL
17606,andruha,NULL,NULL
17609,M.Carlo,NULL,NULL
17610,kompano,NULL,NULL
17611,faksen,NULL,NULL
17612,done65,NULL,NULL
17613,kompanos,NULL,NULL
17696,Kn0w|3DG3,NULL,NULL
17616,casyx,328,"Newbie Market"
17615,Admin2,328,"Newbie Market"
17618,nachfrage,277,Board-Polizei
17619,ashabhi,NULL,NULL
17620,_Gott_,NULL,NULL
17621,Mr.Rus,328,"Newbie Market"
17622,bambi,NULL,NULL
17673,Seyfu,NULL,NULL
17624,Cod3r,NULL,NULL
17720,freakshow,NULL,NULL
17625,123pimp,NULL,NULL
17772,car_selling,328,"Newbie Market"
17626,harry,196,"Nachrichten Germany"
17901,G-Star,NULL,NULL
17659,Guitarist,183,Diskussionen
17628,Prototype,175,"<font color=#FF8C00>Sell CC + CVV</font>"
17629,Pur3!,NULL,NULL
17630,yakult,NULL,NULL
17631,Aerox,188,Vorstellungen
17642,DoT.HacK,249,Offtopic
17632,firestriker,181,"Zahlungsmethoden und Cashout"
17636,Bixx,328,"Newbie Market"
17634,cuba178,NULL,NULL
17635,ayamga,NULL,NULL
17638,RVX,NULL,NULL
17672,nacwest,NULL,NULL
17637,mianadnan,NULL,NULL
17641,Timy,NULL,NULL
17639,"Herr Majer",NULL,NULL
17640,vahitali,NULL,NULL
17643,Torrok,NULL,NULL
17644,ALKIMIST,NULL,NULL
17713,brathuhn,NULL,NULL
17655,MarH,NULL,NULL
17666,:Roxas:,NULL,NULL
17648,mcaminoo,NULL,NULL
17647,freestyler,NULL,NULL
17649,bangel305,NULL,NULL
17683,faki99,NULL,NULL
17665,Minimal_Gamer,NULL,NULL
17651,Antonym,NULL,NULL
17652,der_pate,NULL,NULL
17653,Mr.Twister,262,Fightclub
17654,carders84,NULL,NULL
17664,green-berlin,NULL,NULL
17657,fingerprint,NULL,NULL
17658,sholakemg,NULL,NULL
17661,sakianer,328,"Newbie Market"
17660,WarFight,183,Diskussionen
17662,Minister,NULL,NULL
17663,Km0Tey,NULL,NULL
17668,ivan-dyrachok,NULL,NULL
17679,Flickflako,NULL,NULL
17678,Nickonas,NULL,NULL
17667,Pandion7,256,"Technik Allgemein"
17669,senas,NULL,NULL
17836,pozor,NULL,NULL
17670,vasili,NULL,NULL
17671,efil4zaggin,NULL,NULL
17680,mato125,NULL,NULL
17685,cubaaa0,NULL,NULL
17675,kittler,NULL,NULL
17677,Ladefehler,183,Diskussionen
17691,use,NULL,NULL
17681,ga5,NULL,NULL
17682,chaptee,NULL,NULL
17684,rambonator,NULL,NULL
17688,james88,NULL,NULL
17687,maddin,NULL,NULL
17689,AcidEagle,NULL,NULL
17690,Luke,NULL,NULL
17741,MASTER,NULL,NULL
17710,Rafael,NULL,NULL
17692,Freakymain,NULL,NULL
17693,epicfish,NULL,NULL
17695,God60,NULL,NULL
17698,IssleDissle,181,"Zahlungsmethoden und Cashout"
17699,SILEN0SROXSOHARD,NULL,NULL
17700,ToxicData,NULL,NULL
17702,Nxmxsis,NULL,NULL
17703,hacknoob,NULL,NULL
17704,gh0st,NULL,NULL
17705,Sandwurm,NULL,NULL
17706,d4nik,NULL,NULL
17707,Curuba,NULL,NULL
17708,d4nik1610,NULL,NULL
17709,Kn0w|eDGe,NULL,NULL
17711,3nx,NULL,NULL
17729,MegaMrvNN,NULL,NULL
17712,kekbur,328,"Newbie Market"
17715,blackqwert,NULL,NULL
17789,lolcat,NULL,NULL
17716,Minko,NULL,NULL
17717,SeLix,NULL,NULL
17719,dr.best,NULL,NULL
17721,gudelaune,NULL,NULL
17722,kazakas,171,"Virtual Carding"
17754,DamnImhot,NULL,NULL
17724,Crappy,328,"Newbie Market"
17727,mupfel,NULL,NULL
17728,Stadtaffe,238,Trojaner
17730,Dynamic1337,NULL,NULL
17732,abington,NULL,NULL
17731,Gingerale,NULL,NULL
17736,ako,NULL,NULL
17734,p00h,NULL,NULL
17733,KeinDoppelaccount!,NULL,NULL
17735,"The One",NULL,NULL
17824,Silicium,NULL,NULL
17752,inspi,NULL,NULL
17738,ftx,NULL,NULL
17737,N3R3U,NULL,NULL
17755,13rollstuhl37,218,"Hochwertige Accounts"
17750,--devil--,NULL,NULL
17739,noamericano,NULL,NULL
17740,riddl,217,Droping/Packstation/Pickpoints...
17742,xl0w,NULL,NULL
17770,peligros,NULL,NULL
17748,Username,NULL,NULL
17743,slymax,NULL,NULL
17744,westendboy,NULL,NULL
17785,xxx3xxx4,NULL,NULL
17746,hkop,206,"Online banking logins"
17747,Facebooker,NULL,NULL
17749,mik12,NULL,NULL
17751,annase,NULL,NULL
17753,Emmo,NULL,NULL
17756,maria,NULL,NULL
17759,break74,NULL,NULL
17760,zapo,169,"About Forum - News"
17840,Kreutz,328,"Newbie Market"
17761,nutte,NULL,NULL
17762,posio,NULL,NULL
17763,Whitey,329,"Newbie Searching"
17764,klook75,NULL,NULL
17765,elite88,NULL,NULL
17766,Member,NULL,NULL
17767,logos,NULL,NULL
17769,frodoooo,NULL,NULL
17771,raisor,NULL,NULL
17861,kamtel,NULL,NULL
17775,antonb,NULL,NULL
17773,Real-ira,NULL,NULL
17774,juno20,NULL,NULL
17776,cybersoldier,NULL,NULL
17779,BluerayKid,NULL,NULL
17777,cop,NULL,NULL
17778,EHRLICHKEIT,328,"Newbie Market"
17780,Emrano,NULL,NULL
17781,chest3r,NULL,NULL
17782,Alchemist,252,Crypter/Packer/Binder
17783,SecretStudio,NULL,NULL
17787,Cartridg33,NULL,NULL
17788,s3cid,NULL,NULL
17790,sigb11,NULL,NULL
17806,Secunet,195,"<font color=#FF8C00>Malware</font>"
17791,naonao,NULL,NULL
17793,Bayernboy,NULL,NULL
17792,ThePopel,NULL,NULL
17794,WeltBild,NULL,NULL
17796,Shadowgamer,NULL,NULL
17795,iphone3gs,NULL,NULL
17797,Supply-AI,328,"Newbie Market"
17798,Antonov,170,"All about Fraud"
17839,adyta69,NULL,NULL
17811,herseman,NULL,NULL
17799,St&#511;neface,NULL,NULL
17800,Watschn,NULL,NULL
17801,Nivea,NULL,NULL
17803,d4ndy,NULL,NULL
17805,w4v3,NULL,NULL
17807,TesaMoll,188,Vorstellungen
17808,Mercenary,328,"Newbie Market"
17810,Analytics,NULL,NULL
17809,Zippoboy,NULL,NULL
17812,tiego,NULL,NULL
17814,babz,NULL,NULL
17815,PeterP,NULL,NULL
17816,sourtaie,NULL,NULL
17817,ca$hmoney,206,"Online banking logins"
17818,frodo,NULL,NULL
17819,tijak,NULL,NULL
17821,SiMul4nt,NULL,NULL
17820,pass22,NULL,NULL
17822,billmaster9000,NULL,NULL
17823,Fire911,251,Sonstiges
17826,ineedbiz,NULL,NULL
17825,kocikos,NULL,NULL
17827,flicker,NULL,NULL
17828,ampel,NULL,NULL
17829,frpp,NULL,NULL
17830,eight,NULL,NULL
17831,Billboard,NULL,NULL
17833,wehrui,NULL,NULL
17832,aKa,NULL,NULL
17834,ewrwerew,NULL,NULL
17835,ewrwerqttt@freenet.de,NULL,NULL
17875,dforce,NULL,NULL
17837,lowl1,328,"Newbie Market"
17838,sairacaan,NULL,NULL
17849,Nan0n,NULL,NULL
17841,Föhn,NULL,NULL
17842,Buddha,277,Board-Polizei
17843,abou,NULL,NULL
17844,sp4m,NULL,NULL
17845,Ise0x,NULL,NULL
17846,werjwo,NULL,NULL
17851,theftmaster,NULL,NULL
17847,ewrwer,NULL,NULL
17848,ewrewr,NULL,NULL
17884,648r137,NULL,NULL
17850,akuser,NULL,NULL
17852,Iceface,NULL,NULL
17855,hpembe,NULL,NULL
17856,vzlomshik,NULL,NULL
17857,asdfghjkl,NULL,NULL
17858,links,NULL,NULL
17859,slau2,NULL,NULL
17876,insideout,NULL,NULL
17860,13warmachine37,NULL,NULL
17862,xftr,NULL,NULL
17871,christian,NULL,NULL
17902,elloco,NULL,NULL
17906,x3n0,NULL,NULL
17863,tihonov,NULL,NULL
17864,Polak,NULL,NULL
17865,H.A.F.T,NULL,NULL
17866,gizzo77,249,Offtopic
17867,IDENTITY,NULL,NULL
17869,erase',NULL,NULL
17868,HANZZz,171,"Virtual Carding"
17872,larry777,NULL,NULL
17873,fillip,NULL,NULL
17874,darknumberZ,NULL,NULL
17878,star17,NULL,NULL
17877,Tr0nYx,NULL,NULL
17879,azywzy,NULL,NULL
17881,bulldog,NULL,NULL
17887,awdadadad,NULL,NULL
17882,green,NULL,NULL
17883,toxycoma,NULL,NULL
17886,Passer,NULL,NULL
17885,protour,NULL,NULL
17888,Toony,181,"Zahlungsmethoden und Cashout"
17889,torfstecher,NULL,NULL
17890,nignix,NULL,NULL
17895,JayJay82,NULL,NULL
17893,Izloh,NULL,NULL
17891,b2b,NULL,NULL
17892,kello,226,"Support / Kritik / Verbesserungsvorschläge"
17894,fry,238,Trojaner
17898,nokia10,NULL,NULL
17899,joiuijji,NULL,NULL
17905,audo,NULL,NULL
17900,chillaholic,NULL,NULL
17904,k44,NULL,NULL
17907,Tron,222,"Sonstige Accounts"
17908,siverman,NULL,NULL
17963,Blueray.Kid,NULL,NULL
17974,skorpien007,NULL,NULL
18042,peters,181,"Zahlungsmethoden und Cashout"
17918,nemez,NULL,NULL
17909,Dr.SCAM,NULL,NULL
17910,jackson545,NULL,NULL
17911,Sweety,NULL,NULL
17912,FranzPo,NULL,NULL
17914,Horus,NULL,NULL
17913,InYaFace,NULL,NULL
17938,n0mac,NULL,NULL
18311,djalex,NULL,NULL
17915,deal_best,NULL,NULL
17916,iBreezyKING,251,Sonstiges
17917,Cosa-Nostra,NULL,NULL
17932,gekk0,NULL,NULL
17919,vilmont,NULL,NULL
17920,peter,NULL,NULL
17921,heuler,NULL,NULL
17922,Vinek,NULL,NULL
18430,ps3ley,181,"Zahlungsmethoden und Cashout"
17948,JimBeam_,328,"Newbie Market"
18369,iLoveCrack,NULL,NULL
17923,MetinsFreaky,NULL,NULL
17931,Louis,226,"Support / Kritik / Verbesserungsvorschläge"
17924,cRoxx,NULL,NULL
17930,Ent,NULL,NULL
17933,Marshall_,328,"Newbie Market"
17926,harold,NULL,NULL
17925,adapt0r,NULL,NULL
17929,c0nn0r,265,"Tools / Software"
17927,dynamite,NULL,NULL
17928,lotoflaf,NULL,NULL
17934,noname4547,NULL,NULL
17935,Bauer,NULL,NULL
17937,cena655,NULL,NULL
17936,Mussolini,NULL,NULL
17939,otto18,NULL,NULL
17940,2Fast,NULL,NULL
18648,ertsubsailor,NULL,NULL
18328,loper70,NULL,NULL
18284,h00,NULL,NULL
17941,B€NTL€Y,328,"Newbie Market"
17942,Besobrasan,328,"Newbie Market"
17943,bontic,NULL,NULL
17971,G4ngbang3rNR1,277,Board-Polizei
17944,Back_0n_Track,NULL,NULL
17945,sexotic,249,Offtopic
18002,daychange,NULL,NULL
17955,Pauli,NULL,NULL
17946,Linux07,181,"Zahlungsmethoden und Cashout"
17947,annonym666,NULL,NULL
17949,mofus,NULL,NULL
18274,truluup,NULL,NULL
17968,yaxsde,NULL,NULL
17950,mmoz,328,"Newbie Market"
17952,CardmyLive,328,"Newbie Market"
17951,WhereGetIT,NULL,NULL
17953,storch,NULL,NULL
17972,juhas99,NULL,NULL
17954,Bomberman42,249,Offtopic
18127,titan2,NULL,NULL
17956,f4ker,NULL,NULL
17958,sabretooth1241,NULL,NULL
17957,tnr,NULL,NULL
17959,hasselbrooklyn,NULL,NULL
18596,blackhole,NULL,NULL
18193,machete,NULL,NULL
17960,.trip,NULL,NULL
17961,skip123,NULL,NULL
18352,blub,NULL,NULL
17964,Viper_uws,NULL,NULL
17975,Schejbal,NULL,NULL
17962,John-Boy,NULL,NULL
17982,alba-coda,NULL,NULL
17965,palm,NULL,NULL
17967,"Bang Bang",NULL,NULL
17966,Brennmeister123,NULL,NULL
18078,cshare,NULL,NULL
18056,Kaspertheater,218,"Hochwertige Accounts"
17979,dekus,NULL,NULL
17969,swizzer,NULL,NULL
18099,.Magg0t,NULL,NULL
17970,Sprinalco,222,"Sonstige Accounts"
17973,prada01,NULL,NULL
18004,Mottenmann,NULL,NULL
18357,DennYartS,NULL,NULL
17978,static,222,"Sonstige Accounts"
18161,BigGecko,NULL,NULL
17999,Sbozzob,NULL,NULL
17976,viagra-bob,NULL,NULL
17981,liquid2,NULL,NULL
17977,gnufutz,NULL,NULL
17995,Dopeness,183,Diskussionen
18018,cracker,NULL,NULL
18003,zeroday,183,Diskussionen
